idx,DATA,Zona,Módulo,Código,Loc. Fina+Causa parada OU defeito API,Num,Duração,Carros,Comentário,O. T.,Desc_Zona,FAMÍLIA EQUIPAMENTO,Desc_Acc
2415,17/11/2022,EC1_Z2,F2RBPOINT,LR3,Problema fresa,2,0.910,0.79,Fresagem.,,UAV_Z2,2 - Fresa de robô,EC1_Z2 - F2RBPOINT - Problema fresa
2416,17/11/2022,EC1_Z2,F01MONAUTO,S31,Falha posicionamento peça,0,0.000,0.00,Peça mal acostada: sem impacto.,,UAV_Z2,1 - Dispositivos,EC1_Z2 - F01MONAUTO - Falha posicionamento peça
2417,17/11/2022,EC1_Z2,F01MONAUTO,I3Z,Outra falha Sensores,0,0.000,0.00,Peça mal acostada:sem impacto.,,UAV_Z2,1 - Dispositivos,EC1_Z2 - F01MONAUTO - Outra falha Sensores
2418,18/11/2022,EC1_Z2,K9RBCOLLE,FLE,Aquecimento da cola HS,2,55.856,48.57,defeito de aquecimento na cola.,,UAV_Z2,10 - Mastic,EC1_Z2 - K9RBCOLLE - Aquecimento da cola HS
2419,18/11/2022,EC1_Z1,A4RBMANUT,U02,Erro 2: Nenhum PSP,3,14.581,12.68,pino travado na régua,,UAV_Z1,9 - Tucker,EC1_Z1 - A4RBMANUT - Erro 2: Nenhum PSP
2420,13/01/2022,RF1_Z1,E1RBPOINT,LMD,Problema regulagem anti colisão,1,30.578,26.50,Colisção de movimento RB_E1/E3.,1031539405,,6 - Robôs,RF1_Z1 - E1RBPOINT - Problema regulagem anti colisão
2421,13/01/2022,RF1_Z1,G4RBPOINT,LMD,Problema regulagem anti colisão,1,25.718,22.29,Def. colição de trajetoria,1031540044,,6 - Robôs,RF1_Z1 - G4RBPOINT - Problema regulagem anti colisão
2422,13/01/2022,RF2_Z1,W0CMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,4,25.718,7.19,Def. verificação do pallet 6 ,1031539821,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Pb alinhamento suporte Nº suporte
2423,13/01/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,3,25.718,5.68,Falha no avanço do basculante D03,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2424,13/01/2022,RF2_Z1,W0DMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,1,25.718,1.18,Def descarregamento pallet 5 ,,,19 - Skid / Pallet,RF2_Z1 - W0DMBACCUS - Pb alinhamento suporte Nº suporte
2425,13/01/2022,RF2_Z1,W0DMBACCUS,B0O,Pb reconhecimento suporte,1,25.718,1.06,Ajuste do atuador pallet 3,,,19 - Skid / Pallet,RF2_Z1 - W0DMBACCUS - Pb reconhecimento suporte
2426,14/01/2022,RF1_Z1,F0RBMA_PT,CVZ,Outra parada Pb Geometria,2,25.718,10.64,Cilindro com excesso reziduo segurando PÇ,1031557225,,5 - Gripper,RF1_Z1 - F0RBMA_PT - Outra parada Pb Geometria
2427,14/01/2022,RF1_Z1,F0RBMA_PT,IHZ,Outra falha Geometria / estrutura,2,25.718,8.88,Cilindro com excesso de sujeira.,1031557425,,5 - Gripper,RF1_Z1 - F0RBMA_PT - Outra falha Geometria / estrutura
2428,14/01/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,25.718,4.00,Def. avanço basculante D02,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2429,14/01/2022,RF2_Z1,V0CMBACCUS,S81,Falha travamento suporte,3,25.718,3.04,Pallets 3 e 6 travando N°1031539170,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Falha travamento suporte
2430,14/01/2022,RF2_Z1,W0DMBACCUS,S81,Falha travamento suporte,2,25.718,2.37,Pallet 1 travado no batente 8,,,19 - Skid / Pallet,RF2_Z1 - W0DMBACCUS - Falha travamento suporte
2431,14/01/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,25.718,0.38,Defeito de avanço da basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2432,17/01/2022,RF2_Z1,V0CMBACCUS,S81,Falha travamento suporte,4,25.718,8.43,Pallet 3 e 6 travando N°1031539170,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Falha travamento suporte
2433,17/01/2022,RF2_Z1,W0DMBACCUS,S81,Falha travamento suporte,2,25.718,2.37,Pallet 1 travando no BA8,,,12 - Transportador,RF2_Z1 - W0DMBACCUS - Falha travamento suporte
2434,17/01/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,25.718,1.67,Def. recuo da basculante.,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2435,18/01/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,1,25.718,0.38,Pallet 1 travando,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2436,19/01/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,5,25.718,13.29,Falha no avanço do basculante D03,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2437,20/01/2022,RF2_Z1,J7RBPOINT,L15,Transformador HS,2,25.718,69.55,Curto circuito na chabata do transformador,1031590786,,23 - Pinça Automática,RF2_Z1 - J7RBPOINT - Transformador HS
2438,20/01/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,25.718,1.49,Def. avanço d abasculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2439,21/01/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,25.718,0.88,Falha no avanço do basculante,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2440,24/01/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,2.023,1.52,Falha no avanço do basculante,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2441,24/01/2022,RF1_Z1,T0DMBACCUS,S81,Falha travamento suporte,1,1.318,0.99,Pallet 8 travado no descarregamento,,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Falha travamento suporte
2442,25/01/2022,RF1_Z1,G0F,B6Y,Mesa mal posicionada,1,1.720,1.29,Falha na posição da mesa SOPAP,,,1 - Dispositivos,RF1_Z1 - G0F - Mesa mal posicionada
2443,25/01/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.625,1.22,falha na posição de avanço do abatan,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2444,25/01/2022,RF2_Z1,L2RBMA_GO,U1A,Erro 59: Alimentador: Sobreposiçao perno está defe,1,1.285,0.96,falha por stikout,,,9 - Tucker,RF2_Z1 - L2RBMA_GO - Erro 59: Alimentador: Sobreposiçao perno está defe
2445,25/01/2022,RF2_Z1,W0CMBACCUS,E65,Pb Palete reagrupamento,1,1.018,0.76,palet travando,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Pb Palete reagrupamento
2446,25/01/2022,RF2_Z1,W0CMBACCUS,EPP,Pb centragem palete,1,0.642,0.48,palet travando,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Pb centragem palete
2447,26/01/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,3,7.015,5.26,Pallet 4 travando após BA1,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2448,27/01/2022,RF2_Z1,P1RBPOINT,BD7,Colagem eletrodo (Manut),3,15.439,11.58,Colagem de eletrodo,,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Colagem eletrodo (Manut)
2449,27/01/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,7,9.410,7.06,Pallets parando no encurso da esteira ,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2450,27/01/2022,RF2_Z1,P1RBPOINT,L51,Parâmetros solda,1,4.252,3.19,Colagem de eletrodo,,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Parâmetros solda
2451,27/01/2022,RF1_Z1,G0LOC2,LT3,Pb deslocamento ferramenta,1,1.447,1.09,G0LOC2 LOC3 SEM POSIÇÃO CONHECIDA,,,1 - Dispositivos,RF1_Z1 - G0LOC2 - Pb deslocamento ferramenta
2452,28/01/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,5,5.332,4.00,Pallets travando no encurso Ot: 31646320,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2453,29/01/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,2,7.446,5.58,Pallets travando no encurso Ot: 31646320,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2454,31/01/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,7,7.452,5.59,Pallet 01 travando na esteira OT31646320,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2455,31/01/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,1.688,1.27,Falha no avanço do basculante D03,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2456,01/02/2022,RF1_Z1,A01MONMANU,G04,Peça mal posicionada a montante,1,0.472,0.38,Peça mal posicionada na mesa,,,18 - Mesas,RF1_Z1 - A01MONMANU - Peça mal posicionada a montante
2457,03/02/2022,RF1_Z1,T0DMBACCUS,EPQ,Pb alinhamento arestas,1,2.865,2.29,Z1: T0D Def. detecção peça stopper 9,,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Pb alinhamento arestas
2458,04/02/2022,RF1_Z1,U0RBMANUT,EP4,Pb centrage palette,3,5.466,4.37,U01 Def. movimento PLA,,,5 - Gripper,RF1_Z1 - U0RBMANUT - Pb centrage palette
2459,04/02/2022,RF1_Z1,T0DMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,2,3.773,3.02,Ajuste de geometria do pallet 01,,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Pb alinhamento suporte Nº suporte
2460,04/02/2022,RF2_Z1,Q0CMBACCUS,B0H,Leitura / escrita pb,1,0.237,0.19,Falha na leitura do RFID,,,8 - TAG (time-out: escrita: leitura e outros),RF2_Z1 - Q0CMBACCUS - Leitura / escrita pb
2461,07/02/2022,RF1_Z1,H0RBMA_PT,FG1,Reparação feixe,3,49.148,39.32,Corrugado rompido enrroscado na cilindro,1031746588,,6 - Robôs,RF1_Z1 - H0RBMA_PT - Reparação feixe
2462,07/02/2022,RF1_Z1,H0RBMA_PT,FB1,Interferência,1,24.095,19.28,Falta de EV6 autorização de depósito J01,1031746550,,6 - Robôs,RF1_Z1 - H0RBMA_PT - Interferência
2463,07/02/2022,RF1_Z1,T0DMBACCUS,B6X,Suporte travado + Nº suporte,1,12.560,10.05,supoerte travado stopper 6,1031747495,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Suporte travado + Nº suporte
2464,07/02/2022,RF2_Z1,X0RBMANUT,CM5,Problema de geometria suporte,1,8.297,6.64,Pallet 10 fora de geometria,1031747383,,19 - Skid / Pallet,RF2_Z1 - X0RBMANUT - Problema de geometria suporte
2465,07/02/2022,RF1_Z1,U0RBMANUT,CM5,Problema de geometria suporte,1,6.065,4.85,Pallet 1 fora de geometria,1031747385,,19 - Skid / Pallet,RF1_Z1 - U0RBMANUT - Problema de geometria suporte
2466,07/02/2022,RF2_Z1,V0CMBACCUS,EPQ,Pb alinhamento arestas,1,4.777,3.82,palet travado ño stopper 1,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Pb alinhamento arestas
2467,07/02/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,2.157,1.73,Falha no avanço do basculante,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2468,08/02/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,1.548,1.24,Falha no avanço do basculante,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2469,09/02/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,2,3.690,2.95,Pallet 4 travando na esteira W0,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2470,09/02/2022,RF2_Z1,V0CMBACCUS,S81,Falha travamento suporte,2,2.775,2.22,Pallet 6 travando na esteira,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Falha travamento suporte
2471,11/02/2022,RF2_Z1,P1RBPOINT,BD7,Colagem eletrodo (Manut),1,6.132,4.91,colagem após troca,1031769875,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Colagem eletrodo (Manut)
2472,11/02/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,1,4.130,3.30,cabide travado no BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2473,14/02/2022,RF2_Z1,P1RBPOINT,BD5,Colagem eletrodo + Nº pt,1,10.880,8.70,Colagem de eletrodo Ot:31749239,,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Colagem eletrodo + Nº pt
2474,14/02/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,3,2.172,1.74,Pallet 01 travando na esteira,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2475,14/02/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,1.183,0.95,Falha no avanço do basculante D03,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2476,14/02/2022,RF1_Z1,G0F,EPH,Pb posição,1,0.640,0.51,Falha na posição da mesa SOPAP,,,1 - Dispositivos,RF1_Z1 - G0F - Pb posição
2477,15/02/2022,RF2_Z1,W0CMBACCUS,E08,Bloqueio mecânico redutor,6,9.351,7.48,W0C Alarme esteira parada OT:31799304,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Bloqueio mecânico redutor
2478,15/02/2022,RF2_Z1,P1RBPOINT,CX3,Colagem sobre um produto sujo,1,7.452,5.96,colagem após troca,1031799432,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Colagem sobre um produto sujo
2479,15/02/2022,RF2_Z1,X0RBMANUT,CM5,Problema de geometria suporte,1,5.793,4.63,Referências do pallet 1 fora de posição,1031798850,,19 - Skid / Pallet,RF2_Z1 - X0RBMANUT - Problema de geometria suporte
2480,15/02/2022,RF1_Z1,T0CMBACCUS,B07,Câmera contaminada,1,0.100,0.08,camera suja,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF1_Z1 - T0CMBACCUS - Câmera contaminada
2481,16/02/2022,RF1_Z1,U0RBMANUT,EPP,Pb centragem palete,1,29.490,23.59,U01 defeito de peça,1031801202,,5 - Gripper,RF1_Z1 - U0RBMANUT - Pb centragem palete
2482,16/02/2022,RF2_Z1,Q0CMBACCUS,EPW,Pb subida suporte Nº suporte,1,6.703,5.36,Q0C Def. stopper 2. Tec. em outra pane,,,12 - Transportador,RF2_Z1 - Q0CMBACCUS - Pb subida suporte Nº suporte
2483,16/02/2022,RF2_Z1,Q1CMBACCUA,EQ3,Pb alinhamento suporte Nº suporte,2,2.365,1.89,palete travado no carregamento,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Pb alinhamento suporte Nº suporte
2484,16/02/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,1,1.762,1.41,Pallet travando no encurso,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2485,17/02/2022,RF2_Z1,P3RBPOINT,L41,Eletrodos fixados,1,9.472,7.58,COLISÃO DE JUNTA SERVO PÓS TROCA ELETRODOS,1031802574,,4 - Pinças robô,RF2_Z1 - P3RBPOINT - Eletrodos fixados
2486,17/02/2022,RF2_Z1,W0CMBACCUS,E08,Bloqueio mecânico redutor,8,4.058,3.25,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Bloqueio mecânico redutor
2487,17/02/2022,RF1_Z1,T0DMBACCUS,B6X,Suporte travado + Nº suporte,2,1.485,1.19,palete 7 travado BA8,,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Suporte travado + Nº suporte
2488,18/02/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,8,9.721,7.78,Travamanto de pallet na esteira,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2489,18/02/2022,RF2_Z1,COM1,L5Z,Outra parada solda,1,1.183,0.95,falha solda,,,4 - Pinças robô,RF2_Z1 - COM1 - Outra parada solda
2490,18/02/2022,RF1_Z1,A02MONMANU,LIG,Solda fora de tolerância,1,0.268,0.21,pontos fora de posição,,,18 - Mesas,RF1_Z1 - A02MONMANU - Solda fora de tolerância
2491,20/06/2022,RF2_Z1,W0CMBACCUS,B6X,Suporte travado + Nº suporte,7,11.138,9.50,Pallet 3 e 8 travando na esteira,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Suporte travado + Nº suporte
2492,20/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,8,10.326,8.51,Falha na abertura do batente 2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2493,20/06/2022,RF2_Z1,R0RBMANUT,D2Z,Outra parada sensor,1,8.593,7.75,Colisão com peça travada no BA2 Q1C,1032749711,,5 - Gripper,RF2_Z1 - R0RBMANUT - Outra parada sensor
2494,20/06/2022,RF2_Z1,M2RBGOUJO,U19,Erro 57: Alimentador: Nehuma elevação,1,3.087,2.51,falah de elevação: SEM TP PARA RESETAR,,,9 - Tucker,RF2_Z1 - M2RBGOUJO - Erro 57: Alimentador: Nehuma elevação
2495,20/06/2022,RF2_Z1,L1RBMA_GO,U02,Erro 2: Nenhum PSP,1,1.625,1.32,pinop travdo na regua,,,9 - Tucker,RF2_Z1 - L1RBMA_GO - Erro 2: Nenhum PSP
2496,20/06/2022,RF1_Z1,F0RBMA_PT,D2Z,Outra parada sensor,1,1.518,1.37,Ajuste de posição sensor solto,,,5 - Gripper,RF1_Z1 - F0RBMA_PT - Outra parada sensor
2497,20/06/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.492,1.35,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2498,20/06/2022,RF1_Z1,U0RBMANUT,D7Z,Outra parada Pb rede API,3,1.446,1.30,Defeito barramento PROFINET gripper RBU0,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF1_Z1 - U0RBMANUT - Outra parada Pb rede API
2499,21/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,11,8.221,7.41,Falha na abertura do BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2500,21/06/2022,RF2_Z1,W0CMBACCUS,B6X,Suporte travado + Nº suporte,6,8.140,7.34,Limpeza da coroa do pallet 1 travando,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Suporte travado + Nº suporte
2501,21/06/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,3.990,3.60,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2502,21/06/2022,RF2_Z1,COM1,D81,Perturbação da Rede,1,3.505,3.16,falha profnet gripper HJD robô X0,1032752324,,5 - Gripper,RF2_Z1 - COM1 - Perturbação da Rede
2503,21/06/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,1,1.052,0.95,Pallet travando na esteira,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2504,22/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,9,9.144,8.24,Falha na abertura do BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2505,22/06/2022,RF2_Z1,M2RBGOUJO,BCK,Problema gaveta separação,1,3.620,3.26,Pino travado na régua,,,9 - Tucker,RF2_Z1 - M2RBGOUJO - Problema gaveta separação
2506,22/06/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,1.180,1.06,Falha no avanço do basculante,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2507,23/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,14,14.219,12.82,Falha na abertura do BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2508,23/06/2022,RF2_Z1,P3RBPOINT,BD5,Colagem eletrodo + Nº pt,1,5.147,4.64,colagem de eletrodos,,,4 - Pinças robô,RF2_Z1 - P3RBPOINT - Colagem eletrodo + Nº pt
2509,23/06/2022,RF2_Z1,P1RBPOINT,BD5,Colagem eletrodo + Nº pt,1,4.605,4.15,colagem eletrodos após troca,,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Colagem eletrodo + Nº pt
2510,23/06/2022,RF2_Z1,Q0CMBACCUS,D2Z,Outra parada sensor,1,2.010,1.81,sensor de evacuação solto,,,12 - Transportador,RF2_Z1 - Q0CMBACCUS - Outra parada sensor
2511,23/06/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,2,0.880,0.79,palete travado no carregamento,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2512,24/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,6,5.309,4.79,Falha na abertura do batente BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2513,24/06/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.825,1.65,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2514,27/06/2022,RF2_Z1,P3RBPOINT,BD5,Colagem eletrodo + Nº pt,5,21.618,19.49,Escape de eletrodo durante solda HJD,,,4 - Pinças robô,RF2_Z1 - P3RBPOINT - Colagem eletrodo + Nº pt
2515,27/06/2022,RF2_Z1,P1RBPOINT,L22,Controlador de fluxo,1,8.835,7.95,Colagem de eletrodos,1032803436,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Controlador de fluxo
2516,27/06/2022,RF1_Z1,U0RBMANUT,D71,Problema rede API,2,4.556,4.11,Defeito barramento PROFINET,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF1_Z1 - U0RBMANUT - Problema rede API
2517,29/06/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,4,14.650,13.19,V0C Alarme esteira parada (tec. em assembl,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2518,29/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,1,0.712,0.64,Pallet 23 travado descarregamento BA2 aber,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2519,30/06/2022,RF2_Z1,J4RBPOINT,L41,Eletrodos fixados,5,17.237,13.50,Falhas de espessura após troca,,,4 - Pinças robô,RF2_Z1 - J4RBPOINT - Eletrodos fixados
2520,30/06/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,2,1.757,1.38,V0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2521,30/06/2022,RF2_Z1,Q0CMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,1,0.980,0.77,cabide 7 travado no batente 8,,,12 - Transportador,RF2_Z1 - Q0CMBACCUS - Pb alinhamento suporte Nº suporte
2522,01/07/2022,RF2_Z1,W0CMBACCUS,B6X,Suporte travado + Nº suporte,1,13.903,12.51,Pallet 4 travado no retorno após descarreg,1032826393,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Suporte travado + Nº suporte
2523,01/07/2022,RF2_Z1,W0CMBACCUS,B67,Pista rolamento contaminada,1,3.282,2.95,Pallete 04 travou no descarregamento,1032826710,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Pista rolamento contaminada
2524,01/07/2022,RF1_Z1,T0CMBACCUS,E21,Motor HS,1,1.077,0.97,Falha desarme da esteira,,,12 - Transportador,RF1_Z1 - T0CMBACCUS - Motor HS
2525,20/06/2022,RF2_Z1,R0RBMANUT,D2Z,Outra parada sensor,1,8.593,7.75,Colisão com peça travada no BA2 Q1C,1032749711,,5 - Gripper,RF2_Z1 - R0RBMANUT - Outra parada sensor
2526,20/06/2022,RF2_Z1,M2RBGOUJO,U19,Erro 57: Alimentador: Nehuma elevação,1,3.087,2.51,falah de elevação: SEM TP PARA RESETAR,,,9 - Tucker,RF2_Z1 - M2RBGOUJO - Erro 57: Alimentador: Nehuma elevação
2527,20/06/2022,RF2_Z1,L1RBMA_GO,U02,Erro 2: Nenhum PSP,1,1.625,1.32,pinop travdo na regua,,,9 - Tucker,RF2_Z1 - L1RBMA_GO - Erro 2: Nenhum PSP
2528,20/06/2022,RF1_Z1,F0RBMA_PT,D2Z,Outra parada sensor,1,1.518,1.37,Ajuste de posição sensor solto,,,4 - Pinças robô,RF1_Z1 - F0RBMA_PT - Outra parada sensor
2529,20/06/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.492,1.35,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2530,20/06/2022,RF1_Z1,U0RBMANUT,D7Z,Outra parada Pb rede API,3,1.446,1.30,Defeito barramento PROFINET gripper RBU0,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF1_Z1 - U0RBMANUT - Outra parada Pb rede API
2531,21/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,11,8.221,7.41,Falha na abertura do BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2532,21/06/2022,RF2_Z1,W0CMBACCUS,B6X,Suporte travado + Nº suporte,6,8.140,7.34,Limpeza da coroa do pallet 1 travando,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Suporte travado + Nº suporte
2533,21/06/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,3.990,3.60,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2534,21/06/2022,RF2_Z1,COM1,D81,Perturbação da Rede,1,3.505,3.16,falha profnet gripper HJD robô X0,1032752324,,5 - Gripper,RF2_Z1 - COM1 - Perturbação da Rede
2535,21/06/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,1,1.052,0.95,Pallet travando na esteira,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2536,22/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,9,9.144,8.24,Falha na abertura do BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2537,22/06/2022,RF2_Z1,M2RBGOUJO,BCK,Problema gaveta separação,1,3.620,3.26,Pino travado na régua,,,9 - Tucker,RF2_Z1 - M2RBGOUJO - Problema gaveta separação
2538,22/06/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,1.180,1.06,Falha no avanço do basculante,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2539,23/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,14,14.219,12.82,Falha na abertura do BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2540,23/06/2022,RF2_Z1,P3RBPOINT,BD5,Colagem eletrodo + Nº pt,1,5.147,4.64,colagem de eletrodos,,,4 - Pinças robô,RF2_Z1 - P3RBPOINT - Colagem eletrodo + Nº pt
